Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01502E+12,42060,42053,LAX,Los Angeles International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01502E+12,42060,42044,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing; Food & Drink; Home Decor; Home Decor,0,Deny
2.01502E+12,42060,42033,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,74.65,Approve in Full
2.01502E+12,42061,42049,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,400,Settle
2.01502E+12,42062,42029,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,817,Approve in Full
2.01503E+12,42065,42059,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42065,42057,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Food & Drink,25,Approve in Full
2.01503E+12,42066,42059,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01503E+12,42067,41991,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Electronics,90,Settle
2.01503E+12,42067,42055,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,1351.6,Settle
2.01503E+12,42068,42065,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,300,Settle
2.01503E+12,42072,42036,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01503E+12,42073,42063,LAX,Los Angeles International Airport ,V Australia,Passenger Property Loss,Checkpoint,Clothing,0,Deny
2.01503E+12,42073,42001,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,0,Deny
2.01503E+12,42073,41993,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01503E+12,42073,42060,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01503E+12,42074,41887,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,52.5,Approve in Full
2.01503E+12,42074,42074,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01503E+12,42074,42048,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2.01503E+12,42075,42049,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,46.03,Approve in Full
2.01503E+12,42075,42058,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01503E+12,42075,41984,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2.01503E+12,42075,42071,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Food & Drink,40,Approve in Full
2.01503E+12,42080,42075,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01503E+12,42081,42041,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,990,Settle
2.01503E+12,42082,42035,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Other,0,Deny
2.01503E+12,42082,42078,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01503E+12,42082,42066,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Cameras,0,Deny
2.01503E+12,42082,41996,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2.01503E+12,42082,42025,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,60,Settle
2.01503E+12,42083,42074,LAX,Los Angeles International Airport ,UAL  ,Personal Injury,Checkpoint,Other,0,Deny
2.01503E+12,42083,42073,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01503E+12,42086,42080,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2.01503E+12,42087,42061,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Accessories,200,Settle
2.01503E+12,42087,42081,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,0,Deny
2.01503E+12,42088,41964,LAX,Los Angeles International Airport ,China Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42088,42056,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
2.01503E+12,42089,42076,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42089,42080,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01503E+12,42090,42087,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,321.91,Approve in Full
2.01503E+12,42090,42055,LAX,Los Angeles International Airport ,Qantas Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,359.99,Approve in Full
2.01503E+12,42093,42080,LAX,Los Angeles International Airport ,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,20,Approve in Full
2.01504E+12,42094,42089,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,200,Settle
2.01504E+12,42095,42080,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,60,Settle
2.01504E+12,42095,42038,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,-,6,Approve in Full
2.01504E+12,42096,42089,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,80,Settle
2.01504E+12,42097,42075,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Other,500,Settle
2.01504E+12,42097,42093,LAX,Los Angeles International Airport ,Aero Flot,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01504E+12,42097,42024,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
2.01504E+12,42097,42076,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Audio/Video,0,Deny
2.01504E+12,42100,42087,LAX,Los Angeles International Airport ,American Airlines  ,Complaint,Checkpoint,Computer & Accessories,0,Deny
2.01504E+12,42101,41993,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Other,-,-
2.01504E+12,42103,42043,LAX,Los Angeles International Airport ,China Southern Airlines  ,Property Damage,Checkpoint,Other,150,Approve in Full
2.01504E+12,42104,42090,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,-,65,Approve in Full
2.01504E+12,42104,42034,LAX,Los Angeles International Airport ,All Nippon Airways  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny
2.01504E+12,42107,42102,LAX,Los Angeles International Airport ,Emirates,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01504E+12,42108,42098,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01504E+12,42108,42091,LAX,Los Angeles International Airport ,Transaero Airlines,Passenger Property Loss,Checkpoint,Currency,0,Deny
2.01504E+12,42109,42081,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,70,Settle
2.01504E+12,42111,42090,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01504E+12,42114,42095,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01504E+12,42114,42110,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny
2.01504E+12,42116,41960,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01504E+12,42116,42087,LAX,Los Angeles International Airport ,Air New Zealand,Property Damage,Checked Baggage,-,0,Deny
2.01504E+12,42116,42099,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,39.5,Approve in Full
2.01504E+12,42118,42116,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01505E+12,42121,42088,LAX,Los Angeles International Airport ,Air New Zealand  ,Property Damage,Checked Baggage,Computer & Accessories,1023.4,Settle
2.01505E+12,42124,42110,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,-,-,-
2.01505E+12,42125,42121,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checked Baggage,Toys & Games,100,Settle
2.01505E+12,42125,42089,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,15,Approve in Full
2.01505E+12,42128,41801,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01505E+12,42128,42121,LAX,Los Angeles International Airport ,Royal Dutch Airlines  ,Passenger Property Loss,Checkpoint,-,0,Deny
2.01505E+12,42128,42103,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01505E+12,42129,42114,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01505E+12,42129,42111,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42131,42127,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,60,Approve in Full
2.01505E+12,42132,42117,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01505E+12,42132,42127,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,120,Approve in Full
2.01505E+12,42135,42093,LAX,Los Angeles International Airport ,Swiss Air  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01505E+12,42135,42123,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,37,Approve in Full
2.01505E+12,42136,42119,LAX,Los Angeles International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.99,Approve in Full
2.01505E+12,42137,42136,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,79.99,Approve in Full
2.01505E+12,42137,41945,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01505E+12,42137,42095,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Cameras,100,Settle
2.01505E+12,42137,42127,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01505E+12,42137,42129,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories; Cosmetics & Grooming,-,-
2.01505E+12,42138,42085,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01505E+12,42138,42132,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,49.05,Approve in Full
2.01505E+12,42142,42135,LAX,Los Angeles International Airport ,Aero Mexico,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01505E+12,42142,42131,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01505E+12,42144,42121,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42144,42130,LAX,Los Angeles International Airport ,Etihad Airways,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01505E+12,42145,42135,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01505E+12,42145,41885,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,0,Deny
2.01505E+12,42146,42105,LAX,Los Angeles International Airport ,China Southern Airlines  ,Property Damage,Checkpoint,Other,0,Deny
2.01507E+12,42149,42146,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Other,-,-
2.01505E+12,42150,42108,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01505E+12,42150,42131,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Electronics,149,Approve in Full
2.01505E+12,42150,42119,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01505E+12,42150,42149,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2.01505E+12,42151,42134,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01506E+12,42156,42144,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,25.13,Approve in Full
2.01506E+12,42156,42091,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink; Food & Drink; Medical/Science,0,Deny
2.01506E+12,42158,42154,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,-,-
2.01506E+12,42158,42155,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,270,Settle
2.01506E+12,42159,42142,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42160,42061,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01506E+12,42160,42141,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,813.95,Settle
2.01506E+12,42163,42160,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42163,42128,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Other,Personal Electronics,0,Deny
2.01506E+12,42163,42042,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches,-,-
2.01506E+12,42165,42162,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01506E+12,42165,42132,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Personal Electronics,-,-
2.01506E+12,42165,42144,LAX,Los Angeles International Airport ,Air France,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01506E+12,42165,42163,LAX,Los Angeles International Airport ,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,0,Deny
2.01506E+12,42166,42145,LAX,Los Angeles International Airport ,V Australia,Property Damage,Checked Baggage,"Books, Magazines & Other; Clothing; Other",0,Deny
2.01506E+12,42166,42135,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01506E+12,42166,42100,LAX,Los Angeles International Airport ,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Travel Accessories,15,Approve in Full
2.01506E+12,42170,42085,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,31,Settle
2.01506E+12,42170,42127,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2.01506E+12,42171,42165,LAX,Los Angeles International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01506E+12,42171,42167,LAX,Los Angeles International Airport ,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,50,Settle
2.01506E+12,42172,42124,LAX,Los Angeles International Airport ,Korean Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01506E+12,42172,42130,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,0,Deny
2.01506E+12,42173,42143,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01506E+12,42173,42164,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,0,Deny
2.01506E+12,42173,42158,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42173,42144,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Medical/Science,0,Deny
2.01506E+12,42173,42135,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny
2.01506E+12,42178,42174,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01506E+12,42179,42169,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Accessories,0,Deny
2.01506E+12,42179,42094,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Other,0,Deny
2.01507E+12,42180,42169,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,12.83,Approve in Full
2.01507E+12,42180,42022,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,-,-
2.01506E+12,42181,42172,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,0,Deny
2.01507E+12,42181,42179,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Electronics,0,Deny
2.01507E+12,42181,42157,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Cameras,0,Deny
2.01507E+12,42182,42144,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Personal Electronics,162.38,Settle
2.01507E+12,42184,42175,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01507E+12,42184,42155,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01507E+12,42185,42171,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Household Items,0,Deny
2.01507E+12,42186,42176,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,105,Settle
2.01507E+12,42187,42130,LAX,Los Angeles International Airport ,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,-,-
2.01507E+12,42187,42185,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,0,Deny
2.01507E+12,42191,42177,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Household Items,47.99,Approve in Full
2.01507E+12,42191,42167,LAX,Los Angeles International Airport ,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Travel Accessories,0,Deny
2.01507E+12,42191,42180,LAX,Los Angeles International Airport ,Air Canada,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01507E+12,42191,42187,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01507E+12,42192,42189,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,94,Approve in Full
2.01507E+12,42192,42139,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01507E+12,42192,42191,LAX,Los Angeles International Airport ,Virgin Atlantic,Property Damage,Checkpoint,Personal Electronics,150,Settle
2.01507E+12,42192,42167,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Travel Accessories,-,-
2.01507E+12,42193,42178,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01507E+12,42194,42145,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Property Damage,Checked Baggage,-,110.2,Approve in Full
2.01507E+12,42194,42186,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,0,Deny
2.01507E+12,42194,42186,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checkpoint,Personal Electronics; Personal Electronics,0,Deny
2.01507E+12,42194,42179,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,-,100,Approve in Full
2.01507E+12,42198,42196,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Home Decor,0,Deny
2.01507E+12,42199,42182,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Clothing,0,Deny
2.01507E+12,42199,42178,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Cameras,0,Deny
