Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01509E+12,42248,42231,LAS,McCarran International,Copa Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2.01509E+12,42248,42245,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01509E+12,42251,42213,LAS,McCarran International,Alaska Airlines  ,Property Damage,Checked Baggage,Hunting & Fishing Items,112,Settle
2.01509E+12,42251,42244,LAS,McCarran International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01509E+12,42255,42244,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2.01509E+12,42256,42240,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01509E+12,42257,42224,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.0151E+12,42257,42237,LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01509E+12,42258,41985,LAS,McCarran International,Hawaiian Airlines  ,Property Damage,Checked Baggage,Clothing; Medical/Science; Toys & Games,0,Deny
2.01509E+12,42258,42252,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01509E+12,42258,42132,LAS,McCarran International,Frontier Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.0151E+12,42263,42259,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.0151E+12,42263,42247,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42271,42257,LAS,McCarran International,Southwest Airlines  ,Personal Injury,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Personal Electronics",-,-
2.0151E+12,42271,42246,LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Clothing; Computer & Accessories,0,Deny
2.0151E+12,42272,42249,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.0151E+12,42276,42265,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.0151E+12,42276,42271,LAS,McCarran International,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42276,42269,LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.0151E+12,42277,42258,LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42277,42251,LAS,McCarran International,Swiss Air  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.0151E+12,42278,42265,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,108,Settle
2.0151E+12,42279,42110,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,199.99,Approve in Full
2.01511E+12,42280,42268,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42280,42277,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checkpoint,Currency,0,Deny
2.0151E+12,42282,42250,LAS,McCarran International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.0151E+12,42283,42236,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.0151E+12,42283,42253,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.0151E+12,42283,42244,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.0151E+12,42285,42234,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Clothing,-,-
2.0151E+12,42286,42269,LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42286,42264,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Cameras,0,Deny
2.01511E+12,42290,42279,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
2.01511E+12,42293,42277,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01511E+12,42296,42295,LAS,McCarran International,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42296,42292,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01511E+12,42296,42284,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01511E+12,42296,42288,LAS,McCarran International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01508E+12,42297,41990,LAS,McCarran International,UAL  ,Personal Injury,Checkpoint,-,-,-
2.01511E+12,42297,42267,LAS,McCarran International,American Airlines  ,Property Damage,Checked Baggage,Audio/Video,-,-
2.01503E+12,42298,41991,LAS,McCarran International,Delta Air Lines  ,Personal Injury,Checkpoint,-,-,-
2.01511E+12,42298,42251,LAS,McCarran International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42300,42279,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01511E+12,42300,42225,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,211.42,Settle
2.01511E+12,42300,42239,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies; Sporting Equipment & Supplies,-,-
2.01511E+12,42303,42288,LAS,McCarran International,Aires Airline,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01511E+12,42303,42040,LAS,McCarran International,American Airlines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01511E+12,42307,42290,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01511E+12,42311,42292,LAS,McCarran International,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01511E+12,42314,42310,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01511E+12,42314,42299,LAS,McCarran International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,237.97,Approve in Full
2.01511E+12,42314,42304,LAS,McCarran International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01512E+12,42317,42315,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01511E+12,42318,42287,LAS,McCarran International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,-
2.01511E+12,42320,42285,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"Books, Magazines & Other; Clothing",25,Settle
2.01512E+12,42324,42224,LAS,McCarran International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Clothing,56.55,Approve in Full
2.01512E+12,42324,42315,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01512E+12,42325,42322,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01511E+12,42326,42298,LAS,McCarran International,-,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2.01512E+12,42327,41764,LAS,McCarran International,Swiss Air  ,Personal Injury,Checkpoint,Other; Other; Other; Other; Other; Other,-,-
2.01512E+12,42327,42324,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01512E+12,42328,42293,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Clothing; Home Decor",-,-
2.01512E+12,42330,42298,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing; Clothing; Cosmetics & Grooming; Medical/Science; Medical/Science,-,-
2.01512E+12,42333,42277,LAS,McCarran International,UAL  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2.01512E+12,42338,42310,LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
2.01512E+12,42338,42230,LAS,McCarran International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01512E+12,42338,42301,LAS,McCarran International,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,139.99,Approve in Full
2.01512E+12,42338,42309,LAS,McCarran International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
2.01512E+12,42338,42307,LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,17.05,Approve in Full
2.01512E+12,42338,42303,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01512E+12,42339,42322,LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01512E+12,42339,42331,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
2.01512E+12,42341,42331,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Other,0,Deny
2.01512E+12,42342,42318,LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,50,Approve in Full
2.01512E+12,42342,42342,LAS,McCarran International,UAL  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01512E+12,42345,42341,LAS,McCarran International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01512E+12,42346,42333,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing,65,Settle
2.01512E+12,42352,42338,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01512E+12,42354,42322,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing,50,Approve in Full
2.01512E+12,42356,42331,LAS,McCarran International,-,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01512E+12,42361,42341,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Other,-,-
2.01601E+12,42361,42323,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Clothing; Clothing; Cosmetics & Grooming,126,Approve in Full
2.01601E+12,42366,42348,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01601E+12,42368,42355,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01501E+12,42009,41922,LAX,Los Angeles International Airport ,Philippine Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01501E+12,42009,42003,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,Clothing; Clothing,92,Settle
2.01501E+12,42009,42006,LAX,Los Angeles International Airport ,British Airways  ,Property Damage,Checkpoint,Clothing,0,Deny
2.01501E+12,42011,41995,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01501E+12,42011,41965,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01501E+12,42011,41992,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01501E+12,42011,41936,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01501E+12,42011,42003,LAX,Los Angeles International Airport ,Aero Mexico,Passenger Property Loss,Checked Baggage,-,-,-
2.01501E+12,42012,41988,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01501E+12,42012,41949,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2.01501E+12,42013,41997,LAX,Los Angeles International Airport ,Korean Airlines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01501E+12,42016,41998,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01501E+12,42016,42012,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science,143,Settle
2.01501E+12,42016,42007,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01501E+12,42018,42000,LAX,Los Angeles International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,41.4,Approve in Full
2.01501E+12,42018,42010,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,-,-
2.01501E+12,42018,42001,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,19,Approve in Full
2.01501E+12,42018,41991,LAX,Los Angeles International Airport ,Allegiant Air,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
2.01501E+12,42018,41825,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01501E+12,42019,42017,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,276.25,Settle
2.01501E+12,42019,42013,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other; Toys & Games,0,Deny
2.01501E+12,42019,41992,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checked Baggage,Toys & Games,25,Approve in Full
2.01501E+12,42019,42009,LAX,Los Angeles International Airport ,Qantas Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01501E+12,42019,41979,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,503,Settle
2.01501E+12,42020,41997,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Food & Drink; Other,-,-
